Time (Date hh:mm:ss.ms),L-Max dB -A,LEQ dB -A,L-Min dB -A,L-PeakdB -A
2025/03/29 0:26:00,34.823247,32.923247,32.723247,55.223247
2025/03/29 0:27:00,33.123247,32.823247,32.723247,47.423247
2025/03/29 0:28:00,35.123247,32.823247,32.523247,54.023247
2025/03/29 0:29:00,34.923247,32.723247,32.423247,54.723247
2025/03/29 0:30:00,33.023247,32.723247,32.523247,46.223247
2025/03/29 0:31:00,34.823247,32.623247,32.223247,57.223247
2025/03/29 0:32:00,34.423247,32.523247,32.223247,54.923247
2025/03/29 0:33:00,33.023247,32.423247,32.223247,45.823247
2025/03/29 0:34:00,34.523247,32.523247,32.223247,54.123247
2025/03/29 0:35:00,33.623247,32.623247,32.223247,47.823247
2025/03/29 0:36:00,35.423247,33.523247,33.223247,55.323247
2025/03/29 0:37:00,34.723247,33.523247,33.223247,52.623247
2025/03/29 0:38:00,35.423247,33.423247,33.223247,55.823247
2025/03/29 0:39:00,35.523247,33.623247,33.223247,54.623247
2025/03/29 0:40:00,34.823247,33.823247,33.523247,50.323247
2025/03/29 0:41:00,35.423247,33.723247,33.423247,54.423247
2025/03/29 0:42:00,33.923247,33.623247,33.423247,48.123247
2025/03/29 0:43:00,35.423247,33.723247,33.423247,52.623247
2025/03/29 0:44:00,35.023247,33.823247,33.523247,53.523247
2025/03/29 0:45:00,34.023247,33.723247,33.523247,47.323247
2025/03/29 0:46:00,34.923247,33.723247,33.423247,53.223247
2025/03/29 0:47:00,34.023247,33.723247,33.423247,47.623247
2025/03/29 0:48:00,35.023247,33.823247,33.623247,52.223247
2025/03/29 0:49:00,35.023247,33.223247,32.723247,53.623247
2025/03/29 0:50:00,33.323247,33.023247,32.723247,47.423247
2025/03/29 0:51:00,34.523247,33.023247,32.723247,52.123247
2025/03/29 0:52:00,34.423247,32.923247,32.623247,52.023247
2025/03/29 0:53:00,33.023247,32.823247,32.623247,46.923247
2025/03/29 0:54:00,34.223247,32.823247,32.523247,52.223247
2025/03/29 0:55:00,33.023247,32.623247,32.423247,48.323247
2025/03/29 0:56:00,34.023247,32.523247,32.323247,52.423247
2025/03/29 0:57:00,34.323247,32.523247,32.323247,53.723247
2025/03/29 0:58:00,32.723247,32.523247,32.323247,46.823247
2025/03/29 0:59:00,34.423247,32.523247,32.323247,54.023247
2025/03/29 1:00:00,37.423247,32.623247,32.323247,57.223247
2025/03/29 1:01:00,36.123247,32.523247,32.323247,52.823247
2025/03/29 1:02:00,34.823247,32.523247,32.223247,53.623247
2025/03/29 1:03:00,33.123247,32.523247,32.323247,46.923247
2025/03/29 1:04:00,35.323247,32.723247,32.323247,52.523247
2025/03/29 1:05:00,33.123247,32.723247,32.523247,46.923247
2025/03/29 1:06:00,34.423247,32.723247,32.523247,52.223247
2025/03/29 1:07:00,34.523247,32.923247,32.523247,51.223247
2025/03/29 1:08:00,33.323247,32.923247,32.723247,47.223247
2025/03/29 1:09:00,34.023247,32.923247,32.723247,51.123247
2025/03/29 1:10:00,33.123247,32.923247,32.723247,47.123247
2025/03/29 1:11:00,34.123247,32.923247,32.723247,52.023247
2025/03/29 1:12:00,34.323247,32.923247,32.723247,51.423247
2025/03/29 1:13:00,33.623247,33.023247,32.723247,49.423247
2025/03/29 1:14:00,34.423247,33.023247,32.723247,51.423247
2025/03/29 1:15:00,33.123247,32.923247,32.723247,47.223247
2025/03/29 1:16:00,34.323247,33.023247,32.623247,51.223247
2025/03/29 1:17:00,33.223247,32.823247,32.523247,46.423247
2025/03/29 1:18:00,33.723247,32.723247,32.523247,50.523247
2025/03/29 1:19:00,33.823247,32.623247,32.323247,50.823247
2025/03/29 1:20:00,32.723247,32.523247,32.323247,46.223247
2025/03/29 1:21:00,34.323247,32.523247,32.323247,51.623247
2025/03/29 1:22:00,32.723247,32.523247,32.323247,46.323247
2025/03/29 1:23:00,34.023247,32.623247,32.323247,51.823247
2025/03/29 1:24:00,34.523247,33.723247,33.323247,50.523247
2025/03/29 1:25:00,33.923247,33.723247,33.423247,47.823247
2025/03/29 1:26:00,34.623247,33.623247,33.323247,50.123247
2025/03/29 1:27:00,34.023247,33.623247,33.323247,47.523247
2025/03/29 1:28:00,34.523247,33.723247,33.423247,51.223247
2025/03/29 1:29:00,35.123247,33.923247,33.623247,51.423247
2025/03/29 1:30:00,34.023247,33.723247,33.523247,47.923247
2025/03/29 1:31:00,34.823247,33.923247,33.523247,51.823247
2025/03/29 1:32:00,35.123247,34.023247,33.723247,51.523247
2025/03/29 1:33:00,35.023247,34.023247,33.723247,49.123247
2025/03/29 1:34:00,38.123247,34.323247,33.823247,51.223247
2025/03/29 1:35:00,37.623247,34.223247,33.823247,55.623247
2025/03/29 1:36:00,35.223247,34.123247,33.823247,52.723247
2025/03/29 1:37:00,34.223247,33.523247,32.823247,48.323247
2025/03/29 1:38:00,34.423247,33.123247,32.823247,51.023247
2025/03/29 1:39:00,34.523247,33.123247,32.823247,52.923247
2025/03/29 1:40:00,33.223247,33.023247,32.723247,47.723247
2025/03/29 1:41:00,34.423247,32.923247,32.623247,52.723247
2025/03/29 1:42:00,33.123247,32.823247,32.623247,46.823247
2025/03/29 1:43:00,34.223247,32.723247,32.423247,52.423247
2025/03/29 1:44:00,33.823247,32.623247,32.423247,50.323247
2025/03/29 1:45:00,32.823247,32.623247,32.423247,46.523247
2025/03/29 1:46:00,33.923247,32.623247,32.423247,53.823247
2025/03/29 1:47:00,33.523247,32.623247,32.323247,49.923247
2025/03/29 1:48:00,35.523247,32.823247,32.423247,57.223247
2025/03/29 1:49:00,33.923247,32.623247,32.323247,52.423247
2025/03/29 1:50:00,32.723247,32.523247,32.323247,45.923247
2025/03/29 1:51:00,34.123247,32.623247,32.423247,51.723247
2025/03/29 1:52:00,34.323247,32.723247,32.423247,47.123247
2025/03/29 1:53:00,34.523247,32.923247,32.623247,52.423247
2025/03/29 1:54:00,34.623247,32.823247,32.523247,52.923247
2025/03/29 1:55:00,33.323247,33.023247,32.723247,47.023247
2025/03/29 1:56:00,34.523247,33.123247,32.823247,52.623247
2025/03/29 1:57:00,33.223247,33.023247,32.823247,47.123247
2025/03/29 1:58:00,34.523247,33.023247,32.823247,54.223247
2025/03/29 1:59:00,34.523247,33.123247,32.823247,51.223247
2025/03/29 2:00:00,38.023247,33.223247,32.823247,58.123247
2025/03/29 2:01:00,34.923247,33.123247,32.823247,55.023247
2025/03/29 2:02:00,33.323247,33.123247,32.923247,47.123247
2025/03/29 2:03:00,34.923247,33.123247,32.723247,53.023247
2025/03/29 2:04:00,34.323247,32.923247,32.623247,53.323247
2025/03/29 2:05:00,33.023247,32.823247,32.623247,46.723247
2025/03/29 2:06:00,34.723247,33.023247,32.423247,54.223247
2025/03/29 2:07:00,34.023247,33.723247,33.423247,47.223247
2025/03/29 2:08:00,35.023247,33.723247,33.423247,52.223247
2025/03/29 2:09:00,35.323247,33.823247,33.523247,54.223247
2025/03/29 2:10:00,33.923247,33.623247,33.323247,47.723247
2025/03/29 2:11:00,34.823247,33.623247,33.323247,52.123247
2025/03/29 2:12:00,34.323247,33.623247,33.323247,49.623247
2025/03/29 2:13:00,35.423247,33.623247,33.423247,56.823247
2025/03/29 2:14:00,35.323247,33.723247,33.323247,53.023247
2025/03/29 2:15:00,34.023247,33.623247,33.323247,48.523247
2025/03/29 2:16:00,35.523247,33.923247,33.523247,53.923247
2025/03/29 2:17:00,34.223247,33.823247,33.523247,47.423247
2025/03/29 2:18:00,35.423247,33.923247,33.523247,54.623247
2025/03/29 2:19:00,35.923247,34.023247,33.723247,57.523247
2025/03/29 2:20:00,34.223247,34.023247,33.723247,47.623247
2025/03/29 2:21:00,34.823247,33.123247,32.323247,54.223247
2025/03/29 2:22:00,33.423247,33.123247,32.923247,46.723247
2025/03/29 2:23:00,35.123247,33.223247,32.923247,55.423247
2025/03/29 2:24:00,35.423247,33.223247,32.923247,56.223247
2025/03/29 2:25:00,33.423247,33.223247,32.923247,51.123247
2025/03/29 2:26:00,34.923247,33.223247,32.923247,54.623247
2025/03/29 2:27:00,33.323247,33.023247,32.723247,46.823247
2025/03/29 2:28:00,35.023247,33.123247,32.823247,54.323247
2025/03/29 2:29:00,35.023247,33.023247,32.623247,55.423247
2025/03/29 2:30:00,33.123247,32.723247,32.523247,46.323247
2025/03/29 2:31:00,38.023247,33.023247,32.523247,63.623247
2025/03/29 2:32:00,34.523247,32.723247,32.423247,55.223247
2025/03/29 2:33:00,33.123247,32.723247,32.523247,46.423247
2025/03/29 2:34:00,34.823247,32.723247,32.523247,53.923247
2025/03/29 2:35:00,32.923247,32.723247,32.423247,46.923247
2025/03/29 2:36:00,34.823247,32.723247,32.423247,56.523247
2025/03/29 2:37:00,33.423247,32.723247,32.523247,47.923247
2025/03/29 2:38:00,34.923247,32.823247,32.523247,56.423247
2025/03/29 2:39:00,34.723247,33.023247,32.623247,54.723247
2025/03/29 2:40:00,33.223247,32.923247,32.723247,46.823247
2025/03/29 2:41:00,34.823247,33.023247,32.723247,54.723247
2025/03/29 2:42:00,33.323247,33.123247,32.923247,47.223247
2025/03/29 2:43:00,34.923247,33.223247,32.923247,55.123247
2025/03/29 2:44:00,34.823247,33.223247,33.023247,53.923247
2025/03/29 2:45:00,33.723247,33.223247,32.923247,48.123247
2025/03/29 2:46:00,34.623247,33.323247,33.023247,54.123247
2025/03/29 2:47:00,36.123247,33.323247,32.923247,56.623247
2025/03/29 2:48:00,34.823247,33.823247,33.023247,54.023247
2025/03/29 2:49:00,35.823247,34.323247,33.923247,54.123247
2025/03/29 2:50:00,38.223247,34.223247,33.723247,58.423247
2025/03/29 2:51:00,35.423247,34.023247,33.723247,52.723247
2025/03/29 2:52:00,34.823247,33.723247,33.423247,52.523247
2025/03/29 2:53:00,34.223247,33.723247,33.323247,48.923247
2025/03/29 2:54:00,35.123247,33.823247,33.523247,51.523247
2025/03/29 2:55:00,34.223247,33.623247,33.423247,51.923247
2025/03/29 2:56:00,34.923247,33.623247,33.323247,52.123247
2025/03/29 2:57:00,35.223247,33.623247,33.423247,53.323247
2025/03/29 2:58:00,33.823247,33.623247,33.423247,47.423247
2025/03/29 2:59:00,35.023247,33.623247,33.423247,53.423247
2025/03/29 3:00:00,37.823247,33.823247,33.423247,57.723247
2025/03/29 3:01:00,36.423247,33.623247,33.423247,53.023247
2025/03/29 3:02:00,39.623247,34.223247,33.523247,58.623247
2025/03/29 3:03:00,34.123247,33.423247,32.823247,46.923247
2025/03/29 3:04:00,34.923247,33.023247,32.723247,53.123247
2025/03/29 3:05:00,33.523247,33.223247,33.023247,50.123247
2025/03/29 3:06:00,35.323247,33.623247,32.923247,52.223247
2025/03/29 3:07:00,34.523247,33.223247,33.023247,50.523247
2025/03/29 3:08:00,33.423247,33.223247,33.023247,47.123247
2025/03/29 3:09:00,34.023247,33.223247,33.023247,51.123247
2025/03/29 3:10:00,33.623247,33.223247,33.023247,47.223247
2025/03/29 3:11:00,34.323247,33.223247,32.923247,53.823247
2025/03/29 3:12:00,34.423247,33.223247,32.723247,51.723247
2025/03/29 3:13:00,33.223247,33.023247,32.823247,47.623247
2025/03/29 3:14:00,34.223247,33.023247,32.823247,54.223247
2025/03/29 3:15:00,33.723247,32.823247,32.523247,50.023247
2025/03/29 3:16:00,34.023247,32.823247,32.623247,51.223247
2025/03/29 3:17:00,32.923247,32.723247,32.523247,46.223247
2025/03/29 3:18:00,33.923247,32.823247,32.523247,50.123247
2025/03/29 3:19:00,33.823247,32.923247,32.623247,50.223247
2025/03/29 3:20:00,33.023247,32.723247,32.523247,48.923247
2025/03/29 3:21:00,34.323247,32.823247,32.623247,51.423247
2025/03/29 3:22:00,32.923247,32.723247,32.523247,46.123247
2025/03/29 3:23:00,34.123247,32.823247,32.523247,51.223247
2025/03/29 3:24:00,33.923247,32.823247,32.523247,48.223247
2025/03/29 3:25:00,34.223247,33.123247,32.623247,47.223247
2025/03/29 3:26:00,34.023247,33.023247,32.723247,50.823247
2025/03/29 3:27:00,33.423247,33.023247,32.723247,47.723247
2025/03/29 3:28:00,34.523247,33.623247,33.023247,52.023247
2025/03/29 3:29:00,35.023247,34.123247,33.923247,52.623247
2025/03/29 3:30:00,34.423247,34.123247,33.823247,47.823247
2025/03/29 3:31:00,34.823247,34.023247,33.823247,50.423247
2025/03/29 3:32:00,35.023247,34.223247,33.723247,51.823247
2025/03/29 3:33:00,34.923247,34.023247,33.823247,47.523247
2025/03/29 3:34:00,35.023247,34.023247,33.723247,50.623247
2025/03/29 3:35:00,34.223247,33.923247,33.623247,47.923247
2025/03/29 3:36:00,34.823247,33.823247,33.523247,51.323247
2025/03/29 3:37:00,34.023247,33.823247,33.623247,47.823247
2025/03/29 3:38:00,34.823247,33.723247,33.423247,51.523247
2025/03/29 3:39:00,34.923247,33.623247,33.423247,51.323247
2025/03/29 3:40:00,33.823247,33.623247,33.423247,48.023247
2025/03/29 3:41:00,34.923247,33.723247,33.423247,51.223247
2025/03/29 3:42:00,34.323247,33.823247,33.523247,48.823247
2025/03/29 3:43:00,34.623247,33.823247,33.523247,48.723247
2025/03/29 3:44:00,34.023247,33.323247,32.623247,51.123247
2025/03/29 3:45:00,34.023247,32.923247,32.623247,48.123247
2025/03/29 3:46:00,33.923247,32.823247,32.623247,50.623247
2025/03/29 3:47:00,34.523247,32.923247,32.723247,48.623247
2025/03/29 3:48:00,34.623247,33.123247,32.823247,51.823247
2025/03/29 3:49:00,34.523247,33.023247,32.823247,52.223247
2025/03/29 3:50:00,34.123247,33.223247,32.823247,54.923247
2025/03/29 3:51:00,34.523247,33.223247,33.023247,52.123247
2025/03/29 3:52:00,33.523247,33.223247,33.023247,47.423247
2025/03/29 3:53:00,34.823247,33.323247,33.023247,52.223247
2025/03/29 3:54:00,36.223247,33.423247,33.023247,62.023247
2025/03/29 3:55:00,33.623247,33.323247,33.023247,46.723247
2025/03/29 3:56:00,34.623247,33.323247,33.023247,52.823247
2025/03/29 3:57:00,33.823247,33.223247,32.923247,46.523247
2025/03/29 3:58:00,34.623247,33.123247,32.823247,52.823247
2025/03/29 3:59:00,34.723247,33.023247,32.823247,52.023247
2025/03/29 4:00:00,37.723247,33.123247,32.623247,58.423247
2025/03/29 4:01:00,34.623247,32.823247,32.523247,54.723247
2025/03/29 4:02:00,33.223247,32.823247,32.723247,46.323247
2025/03/29 4:03:00,34.723247,32.923247,32.623247,53.523247
2025/03/29 4:04:00,35.123247,33.723247,33.623247,52.323247
2025/03/29 4:05:00,33.923247,33.723247,33.423247,47.323247
2025/03/29 4:06:00,35.423247,34.023247,33.723247,54.623247
2025/03/29 4:07:00,33.923247,33.723247,33.523247,47.623247
2025/03/29 4:08:00,34.923247,33.723247,33.523247,53.723247
2025/03/29 4:09:00,35.323247,33.823247,33.523247,53.523247
2025/03/29 4:10:00,34.823247,34.023247,33.423247,52.323247
2025/03/29 4:11:00,35.223247,34.023247,33.623247,54.423247
2025/03/29 4:12:00,35.323247,33.923247,33.623247,55.523247
2025/03/29 4:13:00,35.623247,34.023247,33.823247,50.323247
2025/03/29 4:14:00,35.923247,34.223247,33.823247,55.723247
2025/03/29 4:15:00,34.423247,34.123247,33.823247,48.323247
2025/03/29 4:16:00,36.323247,34.223247,33.923247,56.423247
2025/03/29 4:17:00,34.623247,34.223247,33.923247,48.223247
2025/03/29 4:18:00,35.623247,34.223247,33.923247,54.423247
2025/03/29 4:19:00,35.923247,34.323247,34.023247,56.223247
2025/03/29 4:20:00,34.423247,34.123247,33.823247,47.923247
2025/03/29 4:21:00,35.323247,34.123247,33.823247,54.223247
2025/03/29 4:22:00,34.223247,34.023247,33.823247,48.223247
2025/03/29 4:23:00,35.723247,33.623247,32.923247,54.223247
2025/03/29 4:24:00,35.823247,33.923247,33.623247,55.123247
2025/03/29 4:25:00,34.123247,33.823247,33.623247,47.723247
2025/03/29 4:26:00,35.523247,33.623247,32.923247,55.823247
2025/03/29 4:27:00,34.123247,33.523247,33.023247,47.523247
2025/03/29 4:28:00,35.723247,33.823247,33.423247,55.623247
2025/03/29 4:29:00,35.623247,33.923247,33.723247,55.123247
2025/03/29 4:30:00,34.223247,33.923247,33.723247,47.523247
2025/03/29 4:31:00,35.623247,34.023247,33.723247,54.723247
2025/03/29 4:32:00,35.523247,34.023247,33.723247,54.223247
2025/03/29 4:33:00,34.623247,33.823247,33.123247,47.423247
2025/03/29 4:34:00,35.423247,33.923247,33.123247,54.623247
2025/03/29 4:35:00,34.523247,34.023247,33.023247,47.923247
2025/03/29 4:36:00,35.323247,34.123247,33.323247,55.023247
2025/03/29 4:37:00,34.723247,34.423247,34.123247,48.323247
2025/03/29 4:38:00,35.923247,34.323247,33.523247,54.223247
2025/03/29 4:39:00,35.423247,34.423247,34.023247,51.223247
2025/03/29 4:40:00,35.323247,34.523247,34.123247,49.223247
2025/03/29 4:41:00,40.923247,39.923247,35.223247,62.223247
2025/03/29 4:42:00,41.023247,40.423247,39.923247,54.423247
2025/03/29 4:43:00,41.923247,40.523247,40.023247,64.423247
2025/03/29 4:44:00,40.823247,40.523247,40.123247,55.123247
2025/03/29 4:45:00,40.923247,40.623247,40.223247,54.023247
2025/03/29 4:46:00,41.223247,40.623247,40.223247,59.723247
2025/03/29 4:47:00,40.923247,40.623247,40.123247,54.423247
2025/03/29 4:48:00,40.923247,40.623247,40.223247,54.123247
2025/03/29 4:49:00,41.123247,40.623247,40.223247,53.923247
2025/03/29 4:50:00,41.223247,40.723247,40.323247,54.023247
2025/03/29 4:51:00,41.223247,40.723247,40.023247,55.523247
2025/03/29 4:52:00,41.023247,40.623247,40.223247,54.023247
2025/03/29 4:53:00,41.123247,40.723247,40.423247,55.023247
2025/03/29 4:54:00,41.223247,40.723247,40.323247,53.923247
2025/03/29 4:55:00,41.323247,40.823247,40.223247,53.923247
2025/03/29 4:56:00,41.223247,40.823247,40.323247,54.023247
2025/03/29 4:57:00,42.023247,40.823247,40.423247,59.523247
2025/03/29 4:58:00,41.823247,40.823247,40.323247,54.723247
2025/03/29 4:59:00,41.223247,40.823247,40.423247,55.123247
2025/03/29 5:00:00,42.323247,40.923247,40.423247,57.123247
2025/03/29 5:01:00,42.723247,41.023247,40.523247,57.623247
2025/03/29 5:02:00,41.223247,40.823247,40.523247,56.623247
2025/03/29 5:03:00,41.323247,40.823247,40.323247,54.323247
2025/03/29 5:04:00,41.323247,40.723247,40.323247,55.723247
2025/03/29 5:05:00,40.923247,40.623247,40.223247,54.723247
2025/03/29 5:06:00,41.323247,40.723247,40.323247,54.623247
2025/03/29 5:07:00,41.023247,40.523247,40.223247,54.923247
2025/03/29 5:08:00,41.123247,40.723247,40.323247,55.123247
2025/03/29 5:09:00,42.123247,40.623247,40.223247,60.723247
2025/03/29 5:10:00,41.123247,40.623247,40.223247,54.323247
2025/03/29 5:11:00,41.023247,40.623247,40.223247,54.323247
2025/03/29 5:12:00,41.123247,40.523247,40.123247,57.023247
2025/03/29 5:13:00,40.923247,40.423247,39.923247,53.623247
2025/03/29 5:14:00,40.823247,40.423247,40.023247,54.723247
2025/03/29 5:15:00,40.823247,40.423247,40.123247,54.723247
2025/03/29 5:16:00,40.823247,40.423247,39.923247,54.123247
2025/03/29 5:17:00,42.623247,40.023247,35.023247,61.323247
2025/03/29 5:18:00,35.023247,33.723247,33.323247,48.623247
2025/03/29 5:19:00,34.623247,33.623247,33.323247,50.923247
2025/03/29 5:20:00,34.123247,33.623247,33.123247,48.123247
2025/03/29 5:21:00,35.123247,33.723247,33.323247,52.523247
2025/03/29 5:22:00,34.023247,33.623247,33.323247,47.423247
2025/03/29 5:23:00,34.723247,33.723247,33.323247,51.223247
2025/03/29 5:24:00,34.723247,33.723247,33.323247,51.023247
2025/03/29 5:25:00,34.223247,33.723247,33.323247,48.623247
2025/03/29 5:26:00,34.323247,33.723247,33.423247,51.123247
2025/03/29 5:27:00,33.923247,33.523247,33.223247,48.023247
2025/03/29 5:28:00,34.223247,33.523247,33.123247,54.623247
2025/03/29 5:29:00,34.623247,33.423247,33.023247,51.023247
2025/03/29 5:30:00,33.723247,33.323247,32.923247,48.123247
2025/03/29 5:31:00,34.123247,33.223247,32.923247,49.123247
2025/03/29 5:32:00,33.923247,33.323247,32.823247,49.223247
2025/03/29 5:33:00,33.623247,33.323247,32.823247,47.723247
2025/03/29 5:34:00,33.623247,32.723247,31.623247,49.923247
2025/03/29 5:35:00,32.723247,32.423247,32.223247,46.923247
2025/03/29 5:36:00,33.323247,32.223247,31.723247,50.323247
2025/03/29 5:37:00,33.323247,32.223247,31.723247,51.623247
2025/03/29 5:38:00,33.323247,32.423247,31.823247,51.423247
2025/03/29 5:39:00,35.223247,32.823247,32.223247,53.023247
2025/03/29 5:40:00,33.323247,32.623247,32.023247,48.223247
2025/03/29 5:41:00,33.523247,32.523247,31.923247,50.423247
2025/03/29 5:42:00,33.423247,32.723247,32.123247,48.123247
2025/03/29 5:43:00,33.423247,32.823247,32.223247,49.123247
2025/03/29 5:44:00,40.123247,33.223247,32.223247,58.923247
2025/03/29 5:45:00,33.223247,32.823247,32.223247,46.823247
2025/03/29 5:46:00,33.623247,32.923247,32.223247,49.723247
2025/03/29 5:47:00,33.523247,33.023247,32.823247,47.423247
2025/03/29 5:48:00,34.323247,32.823247,32.323247,52.523247
2025/03/29 5:49:00,38.523247,33.423247,32.423247,59.323247
2025/03/29 5:50:00,32.823247,32.323247,31.623247,47.823247
2025/03/29 5:51:00,40.923247,38.823247,32.323247,53.423247
2025/03/29 5:52:00,40.623247,40.223247,39.523247,53.723247
2025/03/29 5:53:00,40.523247,40.123247,39.723247,54.423247
2025/03/29 5:54:00,40.723247,40.323247,39.923247,54.023247
2025/03/29 5:55:00,41.223247,40.423247,39.923247,54.423247
2025/03/29 5:56:00,40.923247,40.523247,40.023247,54.223247
2025/03/29 5:57:00,40.923247,40.523247,40.123247,54.723247
2025/03/29 5:58:00,41.023247,40.523247,39.923247,55.123247
2025/03/29 5:59:00,40.823247,40.123247,39.623247,54.623247
2025/03/29 6:00:00,40.423247,39.223247,31.323247,57.423247
2025/03/29 6:01:00,34.323247,32.123247,31.223247,54.923247
2025/03/29 6:02:00,32.823247,32.023247,31.323247,46.523247
2025/03/29 6:03:00,33.923247,32.023247,31.423247,52.623247
2025/03/29 6:04:00,60.623247,44.023247,32.023247,81.023247
2025/03/29 6:05:00,45.623247,34.623247,31.823247,67.423247
2025/03/29 6:06:00,42.023247,35.923247,31.823247,61.823247
2025/03/29 6:07:00,48.823247,37.723247,32.023247,65.223247
2025/03/29 6:08:00,46.423247,36.523247,32.223247,65.923247
2025/03/29 6:09:00,50.323247,41.623247,32.023247,65.823247
2025/03/29 6:10:00,47.123247,37.423247,32.223247,64.523247
2025/03/29 6:11:00,61.923247,49.623247,32.423247,83.323247
2025/03/29 6:12:00,54.923247,41.823247,31.423247,73.323247
2025/03/29 6:13:00,50.423247,39.523247,31.523247,64.523247
2025/03/29 6:14:00,49.223247,39.823247,32.023247,65.423247
2025/03/29 6:15:00,55.123247,41.823247,31.223247,72.023247
2025/03/29 6:16:00,57.323247,48.023247,31.923247,74.123247
2025/03/29 6:17:00,60.323247,50.523247,31.623247,76.223247
2025/03/29 6:18:00,49.323247,41.723247,31.123247,66.523247
2025/03/29 6:19:00,59.923247,47.323247,32.523247,80.523247
2025/03/29 6:20:00,57.323247,47.423247,32.223247,75.423247
2025/03/29 6:21:00,61.923247,56.623247,32.823247,77.623247
2025/03/29 6:22:00,61.523247,51.123247,32.123247,82.023247
2025/03/29 6:23:00,50.423247,41.223247,32.523247,67.323247
2025/03/29 6:24:00,48.523247,39.823247,35.023247,67.923247
2025/03/29 6:25:00,43.423247,37.123247,34.023247,59.723247
2025/03/29 6:26:00,44.223247,37.723247,34.123247,67.523247
2025/03/29 6:27:00,42.123247,37.023247,33.323247,57.723247
2025/03/29 6:28:00,42.523247,37.023247,33.323247,59.123247
2025/03/29 6:29:00,44.323247,37.423247,32.623247,59.123247
2025/03/29 6:30:00,49.223247,41.323247,33.323247,61.823247
2025/03/29 6:31:00,50.923247,47.723247,39.023247,70.323247
2025/03/29 6:32:00,44.523247,36.623247,31.823247,58.723247
2025/03/29 6:33:00,33.623247,32.323247,31.723247,48.023247
2025/03/29 6:34:00,34.023247,32.623247,31.823247,51.723247
2025/03/29 6:35:00,35.023247,32.523247,31.823247,56.123247
2025/03/29 6:36:00,34.723247,32.423247,31.723247,54.523247
2025/03/29 6:37:00,32.523247,32.023247,31.423247,46.223247
2025/03/29 6:38:00,34.923247,32.323247,31.923247,55.623247
2025/03/29 6:39:00,33.823247,32.023247,31.423247,51.923247
2025/03/29 6:40:00,57.123247,45.823247,32.123247,79.123247
2025/03/29 6:41:00,49.123247,41.923247,39.723247,70.223247
2025/03/29 6:42:00,55.823247,48.623247,40.123247,76.023247
2025/03/29 6:43:00,60.423247,52.723247,41.623247,83.323247
2025/03/29 6:44:00,52.923247,43.323247,40.223247,71.823247
2025/03/29 6:45:00,51.923247,42.123247,40.223247,71.423247
2025/03/29 6:46:00,46.923247,41.723247,40.123247,66.623247
2025/03/29 6:47:00,64.623247,54.023247,40.723247,89.223247
2025/03/29 6:48:00,62.123247,52.923247,41.823247,77.023247
2025/03/29 6:49:00,56.123247,45.823247,40.023247,73.423247
2025/03/29 6:50:00,54.323247,41.223247,31.623247,79.523247
2025/03/29 6:51:00,57.623247,42.023247,31.923247,83.723247
2025/03/29 6:52:00,59.123247,49.823247,33.323247,82.423247
2025/03/29 6:53:00,58.123247,48.123247,32.823247,78.623247
2025/03/29 6:54:00,35.823247,32.723247,32.023247,55.623247
2025/03/29 6:55:00,34.023247,32.623247,31.923247,47.423247
2025/03/29 6:56:00,51.923247,41.223247,32.123247,72.823247
2025/03/29 6:57:00,40.123247,33.423247,32.423247,59.123247
2025/03/29 6:58:00,46.323247,36.423247,32.323247,64.323247
2025/03/29 6:59:00,57.623247,43.823247,31.923247,73.523247
2025/03/29 7:00:00,38.323247,32.823247,31.823247,57.723247
2025/03/29 7:01:00,39.923247,33.223247,31.923247,54.523247
2025/03/29 7:02:00,36.823247,32.823247,31.923247,57.723247
2025/03/29 7:03:00,51.523247,39.423247,32.023247,72.723247
2025/03/29 7:04:00,53.123247,43.123247,32.823247,77.223247
2025/03/29 7:05:00,52.223247,39.623247,31.723247,70.723247
2025/03/29 7:06:00,49.123247,37.723247,32.623247,72.123247
2025/03/29 7:07:00,47.823247,44.423247,38.823247,59.923247
2025/03/29 7:08:00,49.723247,48.623247,46.423247,61.523247
2025/03/29 7:09:00,48.823247,48.323247,47.723247,61.323247
2025/03/29 7:10:00,64.223247,53.223247,47.023247,84.523247
2025/03/29 7:11:00,60.423247,52.623247,47.323247,80.723247
2025/03/29 7:12:00,49.223247,47.723247,47.023247,64.123247
2025/03/29 7:13:00,62.523247,53.523247,47.623247,83.723247
2025/03/29 7:14:00,58.623247,50.323247,47.123247,78.423247
2025/03/29 7:15:00,57.623247,50.923247,47.123247,76.223247
2025/03/29 7:16:00,57.323247,51.423247,47.823247,77.623247
2025/03/29 7:17:00,60.723247,50.923247,47.323247,77.923247
2025/03/29 7:18:00,56.423247,50.823247,47.023247,73.623247
2025/03/29 7:19:00,54.823247,48.923247,47.023247,73.123247
2025/03/29 7:20:00,65.823247,54.023247,47.823247,86.623247
2025/03/29 7:21:00,65.923247,54.323247,48.923247,86.623247
2025/03/29 7:22:00,61.323247,52.723247,47.623247,82.523247
2025/03/29 7:23:00,55.623247,50.623247,47.423247,71.123247
2025/03/29 7:24:00,56.423247,49.123247,47.423247,71.223247
2025/03/29 7:25:00,48.723247,48.023247,47.423247,63.423247
2025/03/29 7:26:00,50.023247,48.323247,47.423247,70.123247
2025/03/29 7:27:00,48.923247,44.223247,40.523247,66.523247
