Location,Latitude,Longitude
YEG-741,53.66895225,-113.5353106
YEG-742,53.66895225,-113.5201948
YEG-743,53.66895225,-113.505079
YEG-744,53.66895225,-113.4899632
YEG-745,53.66895225,-113.4748474
YEG-746,53.66895225,-113.4597316
YEG-747,53.66895225,-113.4446158
YEG-748,53.66895225,-113.4295
YEG-749,53.66895225,-113.4143843
YEG-750,53.66895225,-113.3992685
YEG-751,53.66895225,-113.3841527
YEG-752,53.66895225,-113.3690369
YEG-753,53.66895225,-113.3539211
YEG-754,53.66895225,-113.3388053
YEG-755,53.67796126,-113.7167
YEG-756,53.67796126,-113.7015842
YEG-757,53.67796126,-113.6864684
YEG-758,53.67796126,-113.6713526
YEG-759,53.67796126,-113.6562369
YEG-760,53.67796126,-113.6411211
YEG-761,53.67796126,-113.6260053
YEG-762,53.67796126,-113.6108895
YEG-763,53.67796126,-113.5957737
YEG-764,53.67796126,-113.5806579
YEG-765,53.67796126,-113.5655421
YEG-766,53.67796126,-113.5504263
YEG-767,53.67796126,-113.5353106
YEG-768,53.67796126,-113.5201948
YEG-769,53.67796126,-113.505079
YEG-770,53.67796126,-113.4899632
YEG-771,53.67796126,-113.4748474
YEG-772,53.67796126,-113.4597316
YEG-773,53.67796126,-113.4446158
YEG-774,53.67796126,-113.4295
YEG-775,53.67796126,-113.4143843
YEG-776,53.67796126,-113.3992685
YEG-777,53.67796126,-113.3841527
YEG-778,53.67796126,-113.3690369
YEG-779,53.67796126,-113.3539211
YEG-780,53.67796126,-113.3388053
YEG-781,53.68697027,-113.7167
YEG-782,53.68697027,-113.7015842
YEG-783,53.68697027,-113.6864684
YEG-784,53.68697027,-113.6713526
YEG-785,53.68697027,-113.6562369
YEG-786,53.68697027,-113.6411211
YEG-787,53.68697027,-113.6260053
YEG-788,53.68697027,-113.6108895
YEG-789,53.68697027,-113.5957737
YEG-790,53.68697027,-113.5806579
YEG-791,53.68697027,-113.5655421
YEG-792,53.68697027,-113.5504263
YEG-793,53.68697027,-113.5353106
YEG-794,53.68697027,-113.5201948
YEG-795,53.68697027,-113.505079
YEG-796,53.68697027,-113.4899632
YEG-797,53.68697027,-113.4748474
YEG-798,53.68697027,-113.4597316
YEG-799,53.68697027,-113.4446158
YEG-800,53.68697027,-113.4295
YEG-801,53.68697027,-113.4143843
YEG-802,53.68697027,-113.3992685
YEG-803,53.68697027,-113.3841527
YEG-804,53.68697027,-113.3690369
YEG-805,53.68697027,-113.3539211
YEG-806,53.68697027,-113.3388053
YEG-807,53.69597928,-113.7167
YEG-808,53.69597928,-113.7015842
YEG-809,53.69597928,-113.6864684
YEG-810,53.69597928,-113.6713526
YEG-811,53.69597928,-113.6562369
YEG-812,53.69597928,-113.6411211
YEG-813,53.69597928,-113.6260053
YEG-814,53.69597928,-113.6108895
YEG-815,53.69597928,-113.5957737
YEG-816,53.69597928,-113.5806579
YEG-817,53.69597928,-113.5655421
YEG-818,53.69597928,-113.5504263
YEG-819,53.69597928,-113.5353106
YEG-820,53.69597928,-113.5201948
YEG-821,53.69597928,-113.505079
YEG-822,53.69597928,-113.4899632
YEG-823,53.69597928,-113.4748474
YEG-824,53.69597928,-113.4597316
YEG-825,53.69597928,-113.4446158
YEG-826,53.69597928,-113.4295
YEG-827,53.69597928,-113.4143843
YEG-828,53.69597928,-113.3992685
YEG-829,53.69597928,-113.3841527
YEG-830,53.69597928,-113.3690369
YEG-831,53.69597928,-113.3539211
YEG-832,53.69597928,-113.3388053
YEG-833,53.70498829,-113.7167
YEG-834,53.70498829,-113.7015842
YEG-835,53.70498829,-113.6864684
YEG-836,53.70498829,-113.6713526
YEG-837,53.70498829,-113.6562369
YEG-838,53.70498829,-113.6411211
YEG-839,53.70498829,-113.6260053
YEG-840,53.70498829,-113.6108895
YEG-841,53.70498829,-113.5957737
YEG-842,53.70498829,-113.5806579
YEG-843,53.70498829,-113.5655421
YEG-844,53.70498829,-113.5504263
YEG-845,53.70498829,-113.5353106
YEG-846,53.70498829,-113.5201948
YEG-847,53.70498829,-113.505079
YEG-848,53.70498829,-113.4899632
YEG-849,53.70498829,-113.4748474
YEG-850,53.70498829,-113.4597316
YEG-851,53.70498829,-113.4446158
YEG-852,53.70498829,-113.4295
YEG-853,53.70498829,-113.4143843
YEG-854,53.70498829,-113.3992685
YEG-855,53.70498829,-113.3841527
YEG-856,53.70498829,-113.3690369
YEG-857,53.70498829,-113.3539211
YEG-858,53.70498829,-113.3388053
YEG-859,53.7139973,-113.7167
YEG-860,53.7139973,-113.7015842
YEG-861,53.7139973,-113.6864684
YEG-862,53.7139973,-113.6713526
YEG-863,53.7139973,-113.6562369
YEG-864,53.7139973,-113.6411211
YEG-865,53.7139973,-113.6260053
YEG-866,53.7139973,-113.6108895
YEG-867,53.7139973,-113.5957737
YEG-868,53.7139973,-113.5806579
YEG-869,53.7139973,-113.5655421
YEG-870,53.7139973,-113.5504263
YEG-871,53.7139973,-113.5353106
YEG-872,53.7139973,-113.5201948
YEG-873,53.7139973,-113.505079
YEG-874,53.7139973,-113.4899632
YEG-875,53.7139973,-113.4748474
YEG-876,53.7139973,-113.4597316
YEG-877,53.7139973,-113.4446158
YEG-878,53.7139973,-113.4295
YEG-879,53.7139973,-113.4143843
YEG-880,53.7139973,-113.3992685
YEG-881,53.7139973,-113.3841527
YEG-882,53.7139973,-113.3690369
YEG-883,53.7139973,-113.3539211
YEG-884,53.7139973,-113.3388053
